term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
sickness,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,sick,sick,sick,2,2.807354922057604,0.4010507031510862,0,0,1,1,0,1,0,1,0,0,-1
silly,4,4.166840285011876e-05,14.550686671837498,5,RB,r,2,"{'j', 'r'}",2,"{'JJ', 'RB'}",False,silli,silli,sil,4,1.807354922057604,0.5163871205878868,0,0,0,0,1,1,0,0,0,0,-1
sin,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,sin,sin,sin,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
sing,10,0.0001041710071252,13.228758576950137,4,VBG,v,2,"{'n', 'v'}",3,"{'VB', 'VBG', 'NN'}",False,sing,sing,sing,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,1,0,1,1
sir,45,0.0004687695320638,11.058833575507824,3,NN,n,3,"{'j', 'v', 'n'}",4,"{'JJ', 'NN', 'VB', 'NNP'}",False,sir,sir,sir,8,0.8073549220576041,0.4613456697472023,0,0,0,0,0,0,1,0,0,1,1
siren,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,siren,siren,sir,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
skirmish,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,skirmish,skirmish,skirm,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
slaughter,3,3.1251302137589066e-05,14.965724171116342,9,NN,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,slaughter,slaughter,slaught,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,1,0,-1
slave,2,2.083420142505938e-05,15.550686671837498,5,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,slave,slave,slav,2,2.807354922057604,0.4010507031510862,1,0,0,1,0,1,0,1,0,0,-1
slip,4,4.166840285011876e-05,14.550686671837498,4,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,slip,slip,slip,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,1,0,0,1,0,-1
sludge,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,sludg,sludg,sludg,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
slug,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,slug,slug,slug,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
sly,3,3.1251302137589066e-05,14.965724171116342,3,NNP,n,2,"{'r', 'n'}",2,"{'RB', 'NNP'}",False,sli,sli,sly,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
smash,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,smash,smash,smash,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
smell,14,0.0001458394099754,12.743331749779896,5,NN,n,2,"{'v', 'n'}",3,"{'VB', 'VBP', 'NN'}",False,smell,smell,smel,7,1.0,0.5,1,0,1,0,0,1,0,0,0,0,-1
smile,6,6.250260427517813e-05,13.965724171116342,5,NN,n,2,"{'n', 'v'}",4,"{'VB', 'NN', 'VBD', 'NNP'}",False,smile,smile,smil,4,1.807354922057604,0.5163871205878868,0,0,0,0,1,0,1,0,1,1,1
smiling,2,2.083420142505938e-05,15.550686671837498,7,VBG,v,1,{'v'},1,{'VBG'},False,smile,smile,smil,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,0,1
smother,1,1.041710071252969e-05,16.5506866718375,7,VB,v,1,{'v'},1,{'VB'},False,smother,smother,smoth,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
snake,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,snake,snake,snak,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,0,0,0,-1
snare,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,snare,snare,snar,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
soil,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,soil,soil,soil,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
soldier,4,4.166840285011876e-05,14.550686671837498,7,NN,n,2,"{'j', 'n'}",2,"{'JJR', 'NN'}",False,soldier,soldier,soldy,3,2.222392421336448,0.4762269474292389,1,0,0,0,0,0,1,1,0,0,1
soot,6,6.250260427517813e-05,13.965724171116342,4,NN,n,2,"{'v', 'n'}",3,"{'VBP', 'NN', 'NNP'}",False,soot,soot,soot,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
sorcery,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,sorceri,sorceri,sorcery,1,3.807354922057604,0.2719539230041146,0,1,0,1,0,1,0,0,1,0,-1
sorrow,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,sorrow,sorrow,sorrow,3,2.222392421336448,0.4762269474292389,0,0,0,1,0,1,0,1,0,0,-1
sorrowful,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,sorrow,sorrow,sorrow,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
special,10,0.0001041710071252,13.228758576950137,7,JJ,j,1,{'j'},1,{'JJ'},False,special,special,spec,6,1.222392421336448,0.5238824662870492,0,0,0,0,1,0,1,0,0,0,1
speck,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,speck,speck,speck,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
spectacular,5,5.208550356264844e-05,14.228758576950137,11,JJ,j,1,{'j'},1,{'JJ'},False,spectacular,spectacular,spectacul,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,0,0,1,0,0
specter,8,8.333680570023751e-05,13.550686671837498,7,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,specter,specter,spect,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
spirits,13,0.0001354223092628,12.850246953696406,7,NNS,n,1,{'n'},1,{'NNS'},False,spirit,spirit,spirit,6,1.222392421336448,0.5238824662870492,0,1,0,0,1,0,1,0,1,0,1
spite,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,1,{'n'},1,{'NN'},False,spite,spite,spit,3,2.222392421336448,0.4762269474292389,1,0,0,0,0,1,0,0,0,0,-1
spiteful,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,spite,spite,spit,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
splendid,6,6.250260427517813e-05,13.965724171116342,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,splendid,splendid,splendid,5,1.4854268271702418,0.5305095811322292,0,0,0,0,1,0,1,0,1,0,1
spoil,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,spoil,spoil,spoil,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
sponsor,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,sponsor,sponsor,spons,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
stalk,4,4.166840285011876e-05,14.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,stalk,stalk,stalk,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
stamina,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,stamina,stamina,stamin,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
star,8,8.333680570023751e-05,13.550686671837498,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,star,star,star,5,1.4854268271702418,0.5305095811322292,0,1,0,0,1,0,1,0,0,1,1
starvation,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,starvat,starvat,starv,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
steady,2,2.083420142505938e-05,15.550686671837498,6,JJ,j,1,{'j'},1,{'JJ'},False,steadi,steadi,steady,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,0,0,1,1,0
steal,8,8.333680570023751e-05,13.550686671837498,5,VB,v,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,steal,steal,ste,7,1.0,0.5,1,0,0,1,0,1,0,1,0,0,-1
stealing,8,8.333680570023751e-05,13.550686671837498,8,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,steal,steal,ste,4,1.807354922057604,0.5163871205878868,0,0,1,1,0,1,0,0,0,0,-1
stingy,2,2.083420142505938e-05,15.550686671837498,6,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBZ'}",False,stingi,stingi,stingy,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,0,0,-1
stink,6,6.250260427517813e-05,13.965724171116342,5,NN,n,2,"{'v', 'n'}",3,"{'VB', 'VBP', 'NN'}",False,stink,stink,stink,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
stinking,5,5.208550356264844e-05,14.228758576950137,8,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,stink,stink,stink,3,2.222392421336448,0.4762269474292389,0,0,1,0,0,1,0,0,0,0,-1
stolen,6,6.250260427517813e-05,13.965724171116342,6,VBN,v,1,{'v'},1,{'VBN'},False,stolen,stolen,stol,5,1.4854268271702418,0.5305095811322292,1,0,0,0,0,1,0,0,0,0,-1
stone,38,0.0003958498270761,11.302759158393911,5,NN,n,1,{'n'},1,{'NN'},False,stone,stone,ston,3,2.222392421336448,0.4762269474292389,1,0,0,0,0,1,0,0,0,0,-1
store,2,2.083420142505938e-05,15.550686671837498,5,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,store,store,stor,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,1,0,0,0,1
storm,7,7.291970498770782e-05,13.743331749779896,5,NN,n,1,{'n'},1,{'NN'},False,storm,storm,storm,5,1.4854268271702418,0.5305095811322292,1,0,0,0,0,1,0,0,0,0,-1
stormy,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,stormi,stormi,stormy,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
strained,1,1.041710071252969e-05,16.5506866718375,8,VBD,v,1,{'v'},1,{'VBD'},False,strain,strain,strained,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
strength,15,0.0001562565106879,12.64379607622898,8,NN,n,1,{'n'},1,{'NN'},False,strength,strength,strength,6,1.222392421336448,0.5238824662870492,0,0,0,0,0,0,1,0,0,1,1
strike,5,5.208550356264844e-05,14.228758576950137,6,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,strike,strike,strike,2,2.807354922057604,0.4010507031510862,1,0,0,0,0,1,0,0,0,0,-1
strip,3,3.1251302137589066e-05,14.965724171116342,5,NN,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NN'}",False,strip,strip,strip,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,0,1,0,0,-1
stripped,1,1.041710071252969e-05,16.5506866718375,8,VBN,v,1,{'v'},1,{'VBN'},False,strip,strip,stripped,1,3.807354922057604,0.2719539230041146,1,1,1,1,0,1,0,1,0,0,-1
structure,2,2.083420142505938e-05,15.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,structur,structur,structure,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
struggle,3,3.1251302137589066e-05,14.965724171116342,8,NN,v,2,"{'n', 'v'}",3,"{'VB', 'VBN', 'NN'}",False,struggl,struggl,struggle,3,2.222392421336448,0.4762269474292389,1,0,0,1,0,1,0,1,0,0,-1
stunned,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,stun,stun,stun,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,1,0,-1
succeed,1,1.041710071252969e-05,16.5506866718375,7,VB,v,1,{'v'},1,{'VB'},False,succeed,succeed,success,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,1,1
success,6,6.250260427517813e-05,13.965724171116342,7,NN,n,1,{'n'},1,{'NN'},False,success,success,success,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,0,0,1
successful,3,3.1251302137589066e-05,14.965724171116342,10,JJ,j,1,{'j'},1,{'JJ'},False,success,success,success,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
suffering,3,3.1251302137589066e-05,14.965724171116342,9,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBG'}",False,suffer,suffer,suff,2,2.807354922057604,0.4010507031510862,0,0,1,1,0,1,0,1,0,0,-1
suffocating,1,1.041710071252969e-05,16.5506866718375,11,VBG,v,1,{'v'},1,{'VBG'},False,suffoc,suffoc,suffoc,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,1,0,0,-1
sun,15,0.0001562565106879,12.64379607622898,3,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,sun,sun,sun,7,1.0,0.5,0,1,0,0,1,0,1,0,1,1,1
sunk,2,2.083420142505938e-05,15.550686671837498,4,RB,r,1,{'r'},1,{'RB'},False,sunk,sunk,sunk,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,1,0,0,-1
sunny,2,2.083420142505938e-05,15.550686671837498,5,JJ,j,1,{'j'},1,{'JJ'},False,sunni,sunni,sunny,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,0,1
sunset,2,2.083420142505938e-05,15.550686671837498,6,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBN'}",False,sunset,sunset,sunset,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,1,0,0,0,1
superstitious,2,2.083420142505938e-05,15.550686671837498,13,JJ,j,1,{'j'},1,{'JJ'},False,superstiti,superstiti,superst,2,2.807354922057604,0.4010507031510862,0,1,0,1,0,1,0,0,0,0,-1
surprise,4,4.166840285011876e-05,14.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,surpris,surpris,surpr,3,2.222392421336448,0.4762269474292389,0,0,0,1,1,0,1,0,1,0,1
surprisingly,2,2.083420142505938e-05,15.550686671837498,12,RB,r,1,{'r'},1,{'RB'},False,surprisingli,surpris,surpr,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,0,0,1,0,0
surrender,3,3.1251302137589066e-05,14.965724171116342,9,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,surrend,surrend,surrend,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,1,0,0,-1
suspect,4,4.166840285011876e-05,14.550686671837498,7,VBP,v,1,{'v'},1,{'VBP'},False,suspect,suspect,suspect,3,2.222392421336448,0.4762269474292389,0,0,0,1,0,1,0,0,0,0,-1
suspicious,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,suspici,suspici,suspicy,1,3.807354922057604,0.2719539230041146,1,1,0,0,0,1,0,0,0,0,-1
swamp,3,3.1251302137589066e-05,14.965724171116342,5,NNP,n,1,{'n'},1,{'NNP'},False,swamp,swamp,swamp,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,0,0,0,-1
swear,2,2.083420142505938e-05,15.550686671837498,5,VBP,v,1,{'v'},1,{'VBP'},False,swear,swear,swear,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
sweet,8,8.333680570023751e-05,13.550686671837498,5,JJ,j,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,sweet,sweet,sweet,5,1.4854268271702418,0.5305095811322292,0,1,0,0,1,0,1,0,1,1,1
sweetheart,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,sweetheart,sweetheart,sweetheart,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,1,0,1,1
sweets,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,sweet,sweet,sweet,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,0,1
swim,7,7.291970498770782e-05,13.743331749779896,4,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NN'}",False,swim,swim,swim,4,1.807354922057604,0.5163871205878868,0,1,0,1,1,0,1,0,0,0,1
swine,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,swine,swine,swin,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
sympathy,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,sympathi,sympathi,sympathy,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,1,0,0,1
tactics,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,tactic,tactic,tact,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,0,0,0,0,1,0
tasteless,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,tasteless,tasteless,tasteless,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
teach,6,6.250260427517813e-05,13.965724171116342,5,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,teach,teach,teach,4,1.807354922057604,0.5163871205878868,0,0,0,0,1,0,1,0,1,1,1
teacher,10,0.0001041710071252,13.228758576950137,7,NN,n,2,"{'r', 'n'}",3,"{'RB', 'NN', 'NNP'}",False,teacher,teacher,teach,5,1.4854268271702418,0.5305095811322292,0,0,0,0,0,0,1,0,0,1,1
tease,2,2.083420142505938e-05,15.550686671837498,5,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,teas,teas,teas,2,2.807354922057604,0.4010507031510862,1,1,0,0,0,1,0,1,0,0,-1
teasing,3,3.1251302137589066e-05,14.965724171116342,7,VBG,v,1,{'v'},1,{'VBG'},False,teas,teas,teas,2,2.807354922057604,0.4010507031510862,1,0,0,1,0,1,0,0,0,0,-1
tempest,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,tempest,tempest,tempest,1,3.807354922057604,0.2719539230041146,1,1,0,1,0,1,0,1,1,0,-1
tender,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,tender,tender,tend,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,1,1
terrible,28,0.0002916788199508,11.743331749779896,8,JJ,j,1,{'j'},1,{'JJ'},False,terribl,terribl,terr,10,0.4854268271702416,0.346733447978744,1,0,1,1,0,1,0,1,0,0,-1
terror,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,terror,terror,ter,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
testament,1,1.041710071252969e-05,16.5506866718375,9,NNP,n,1,{'n'},1,{'NNP'},False,testament,testament,testa,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,0,0,0,1,0
thankful,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,thank,thank,thank,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
theft,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,theft,theft,theft,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
theory,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,theori,theori,the,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,0,0,0,1,0
thief,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,thief,thief,thief,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,1,0,-1
thoughtful,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,thought,thought,thought,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
threat,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,threat,threat,threat,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
threatening,2,2.083420142505938e-05,15.550686671837498,11,VBG,v,1,{'v'},1,{'VBG'},False,threaten,threaten,threatening,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,0,0,0,-1
throne,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,throne,throne,throne,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
timid,2,2.083420142505938e-05,15.550686671837498,5,JJ,j,1,{'j'},1,{'JJ'},False,timid,timid,timid,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,1,0,0,-1
title,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,titl,titl,titl,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
toilet,4,4.166840285011876e-05,14.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,toilet,toilet,toilet,3,2.222392421336448,0.4762269474292389,0,0,1,0,0,1,0,0,0,0,-1
tolerate,2,2.083420142505938e-05,15.550686671837498,8,VB,v,1,{'v'},1,{'VB'},False,toler,toler,tol,2,2.807354922057604,0.4010507031510862,1,0,0,0,0,1,0,1,0,0,-1
top,8,8.333680570023751e-05,13.550686671837498,3,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,top,top,top,5,1.4854268271702418,0.5305095811322292,0,1,0,0,0,0,1,0,0,1,1
torment,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,torment,torment,tor,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,1,0,0,-1
tough,7,7.291970498770782e-05,13.743331749779896,5,JJ,j,1,{'j'},1,{'JJ'},False,tough,tough,tough,6,1.222392421336448,0.5238824662870492,0,0,0,0,0,1,0,1,0,0,-1
traitor,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,traitor,traitor,trait,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
trash,2,2.083420142505938e-05,15.550686671837498,5,NNP,n,2,"{'n', 'v'}",2,"{'VBP', 'NNP'}",False,trash,trash,trash,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,1,0,0,-1
treasure,18,0.0001875078128255,12.380761670395186,8,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,treasur,treasur,treas,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,0,1,1
treat,5,5.208550356264844e-05,14.228758576950137,5,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NNP'}",False,treat,treat,tre,5,1.4854268271702418,0.5305095811322292,1,1,1,1,1,1,1,1,1,1,0
tree,24,0.0002500104171007,11.965724171116342,4,NN,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,tree,tree,tre,7,1.0,0.5,1,1,1,0,1,0,1,0,1,1,1
trembling,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,trembl,trembl,trembl,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
trick,4,4.166840285011876e-05,14.550686671837498,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,trick,trick,trick,4,1.807354922057604,0.5163871205878868,0,0,0,0,0,1,0,0,1,0,-1
triumph,4,4.166840285011876e-05,14.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,triumph,triumph,triumph,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,0,0,1
troublesome,3,3.1251302137589066e-05,14.965724171116342,11,JJ,j,1,{'j'},1,{'JJ'},False,troublesom,troublesom,troublesom,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
true,47,0.0004896037334888,10.99609782015986,4,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,true,true,tru,11,0.3479233034203068,0.2733683098302411,0,0,0,0,1,0,1,0,0,1,1
truth,6,6.250260427517813e-05,13.965724171116342,5,NN,n,1,{'n'},1,{'NN'},False,truth,truth,tru,5,1.4854268271702418,0.5305095811322292,0,0,0,0,0,0,1,0,0,1,1
turbulence,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,turbul,turbul,turb,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
typhoon,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,typhoon,typhoon,typhoon,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,1,0,0,0,0,-1
ugly,3,3.1251302137589066e-05,14.965724171116342,4,RB,r,2,"{'j', 'r'}",2,"{'JJ', 'RB'}",False,ugli,ugli,ug,3,2.222392421336448,0.4762269474292389,0,0,1,0,0,1,0,0,0,0,-1
ultimate,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,ultim,ultim,ultim,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,0,1,0,0,0
unable,6,6.250260427517813e-05,13.965724171116342,6,JJ,j,1,{'j'},1,{'JJ'},False,unabl,unabl,un,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,1,0,1,0,0,-1
unacceptable,1,1.041710071252969e-05,16.5506866718375,12,JJ,j,1,{'j'},1,{'JJ'},False,unaccept,unaccept,unacceiv,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
unattainable,3,3.1251302137589066e-05,14.965724171116342,12,JJ,j,1,{'j'},1,{'JJ'},False,unattain,unattain,unattain,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,1,0,0,-1
uncanny,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,uncanni,uncanni,uncanny,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,1,0,-1
unclean,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,unclean,unclean,unc,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
uneasy,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,uneasi,uneasi,uneasy,1,3.807354922057604,0.2719539230041146,0,0,1,1,0,1,0,0,0,0,-1
unequal,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,unequ,unequ,uneq,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
