term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf
penny,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,penni,penni,penny,2,2.807354922057604,0.40105070315108626
pensive,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,pensiv,pensiv,pend,1,3.807354922057604,0.2719539230041146
people,89,0.0009271219634151,10.074953240871102,6,NNS,n,1,{'n'},1,{'NNS'},False,peopl,peopl,peopl,13,0.10691520391651188,0.09927840363676103
pepperoni,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,pepperoni,pepperoni,pepperon,1,3.807354922057604,0.2719539230041146
per,2,2.083420142505938e-05,15.550686671837498,3,IN,x,1,{'x'},1,{'IN'},False,per,per,per,2,2.807354922057604,0.40105070315108626
perfect,9,9.37539064127672e-05,13.380761670395186,7,JJ,j,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,perfect,perfect,perfect,7,1.0,0.5
perfectly,3,3.1251302137589066e-05,14.965724171116342,9,RB,r,1,{'r'},1,{'RB'},False,perfectli,perfect,perfect,3,2.222392421336448,0.4762269474292389
perform,4,4.166840285011876e-05,14.550686671837498,7,VB,v,1,{'v'},1,{'VB'},False,perform,perform,perform,1,3.807354922057604,0.2719539230041146
performances,1,1.041710071252969e-05,16.5506866718375,12,NNS,n,1,{'n'},1,{'NNS'},False,perform,perform,perform,1,3.807354922057604,0.2719539230041146
performed,1,1.041710071252969e-05,16.5506866718375,9,VBN,v,1,{'v'},1,{'VBN'},False,perform,perform,perform,1,3.807354922057604,0.2719539230041146
performing,1,1.041710071252969e-05,16.5506866718375,10,VBG,v,1,{'v'},1,{'VBG'},False,perform,perform,perform,1,3.807354922057604,0.2719539230041146
perhaps,1,1.041710071252969e-05,16.5506866718375,7,RB,r,1,{'r'},1,{'RB'},False,perhap,perhap,perhap,1,3.807354922057604,0.2719539230041146
perimeter,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,perimet,perimet,perimet,1,3.807354922057604,0.2719539230041146
period,10,0.0001041710071252,13.228758576950137,6,NN,n,1,{'n'},1,{'NN'},False,period,period,period,2,2.807354922057604,0.40105070315108626
periodical,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,period,period,period,1,3.807354922057604,0.2719539230041146
periods,2,2.083420142505938e-05,15.550686671837498,7,NNS,n,1,{'n'},1,{'NNS'},False,period,period,period,1,3.807354922057604,0.2719539230041146
perk,1,1.041710071252969e-05,16.5506866718375,4,JJ,j,1,{'j'},1,{'JJ'},False,perk,perk,perk,1,3.807354922057604,0.2719539230041146
permission,4,4.166840285011876e-05,14.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,permiss,permiss,permit,2,2.807354922057604,0.40105070315108626
permit,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,permit,permit,permit,1,3.807354922057604,0.2719539230041146
persimmon,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,persimmon,persimmon,persimmon,1,3.807354922057604,0.2719539230041146
person,29,0.0003020959206633,11.692705676709927,6,NN,n,2,"{'x', 'n'}",2,"{'$', 'NN'}",False,person,person,person,9,0.6374299206152918,0.4097763775384019
persons,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,person,person,person,1,3.807354922057604,0.2719539230041146
pervert,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,pervert,pervert,pervert,1,3.807354922057604,0.2719539230041146
petered,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,peter,peter,pet,1,3.807354922057604,0.2719539230041146
pft,1,1.041710071252969e-05,16.5506866718375,3,NNP,n,1,{'n'},1,{'NNP'},False,pft,pft,pft,1,3.807354922057604,0.2719539230041146
pheasant,6,6.250260427517813e-05,13.965724171116342,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,pheasant,pheasant,pheas,1,3.807354922057604,0.2719539230041146
phenomenal,2,2.083420142505938e-05,15.550686671837498,10,JJ,j,1,{'j'},1,{'JJ'},False,phenomen,phenomen,phenom,2,2.807354922057604,0.40105070315108626
phew,5,5.208550356264844e-05,14.228758576950137,4,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,phew,phew,phew,3,2.222392421336448,0.4762269474292389
phhht,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,phhht,phhht,phhht,1,3.807354922057604,0.2719539230041146
phone,10,0.0001041710071252,13.228758576950137,5,NN,n,1,{'n'},1,{'NN'},False,phone,phone,phon,5,1.4854268271702418,0.5305095811322292
phones,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,phone,phone,phon,1,3.807354922057604,0.2719539230041146
phoooo,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,1,{'n'},1,{'NN'},False,phoooo,phoooo,phoooo,1,3.807354922057604,0.2719539230041146
phooooo,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,phooooo,phooooo,phooooo,1,3.807354922057604,0.2719539230041146
photograph,3,3.1251302137589066e-05,14.965724171116342,10,NN,n,1,{'n'},1,{'NN'},False,photograph,photograph,photograph,2,2.807354922057604,0.40105070315108626
physical,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,physic,physic,phys,1,3.807354922057604,0.2719539230041146
physically,1,1.041710071252969e-05,16.5506866718375,10,RB,r,1,{'r'},1,{'RB'},False,physic,physic,phys,1,3.807354922057604,0.2719539230041146
piccolo,2,2.083420142505938e-05,15.550686671837498,7,NNP,n,1,{'n'},1,{'NNP'},False,piccolo,piccolo,piccolo,1,3.807354922057604,0.2719539230041146
pick,11,0.0001145881078378,13.091255053200202,4,VB,v,3,"{'j', 'n', 'v'}",3,"{'VB', 'JJ', 'NNP'}",False,pick,pick,pick,8,0.8073549220576041,0.4613456697472023
picked,7,7.291970498770782e-05,13.743331749779896,6,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,pick,pick,pick,5,1.4854268271702418,0.5305095811322292
picking,7,7.291970498770782e-05,13.743331749779896,7,VBG,v,1,{'v'},1,{'VBG'},False,pick,pick,pick,6,1.222392421336448,0.5238824662870492
pickled,3,3.1251302137589066e-05,14.965724171116342,7,VBD,v,2,"{'j', 'v'}",2,"{'JJ', 'VBD'}",False,pickl,pickl,pickl,2,2.807354922057604,0.40105070315108626
pickmeup,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,pickmeup,pickmeup,pickmeup,1,3.807354922057604,0.2719539230041146
pickmeups,1,1.041710071252969e-05,16.5506866718375,9,NNS,n,1,{'n'},1,{'NNS'},False,pickmeup,pickmeup,pickmeup,1,3.807354922057604,0.2719539230041146
pickup,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,pickup,pickup,pickup,1,3.807354922057604,0.2719539230041146
picky,3,3.1251302137589066e-05,14.965724171116342,5,JJ,j,1,{'j'},1,{'JJ'},False,picki,picki,picky,2,2.807354922057604,0.40105070315108626
picnic,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,picnic,picnic,picn,1,3.807354922057604,0.2719539230041146
picture,9,9.37539064127672e-05,13.380761670395186,7,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,pictur,pictur,pict,5,1.4854268271702418,0.5305095811322292
pictures,3,3.1251302137589066e-05,14.965724171116342,8,NNS,n,1,{'n'},1,{'NNS'},False,pictur,pictur,pict,2,2.807354922057604,0.40105070315108626
pie,4,4.166840285011876e-05,14.550686671837498,3,NN,n,1,{'n'},1,{'NN'},False,pie,pie,pie,3,2.222392421336448,0.4762269474292389
piece,8,8.333680570023751e-05,13.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,piec,piec,piec,6,1.222392421336448,0.5238824662870492
pieces,5,5.208550356264844e-05,14.228758576950137,6,NNS,n,1,{'n'},1,{'NNS'},False,piec,piec,piec,3,2.222392421336448,0.4762269474292389
pier,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,pier,pier,pier,1,3.807354922057604,0.2719539230041146
pierce,1,1.041710071252969e-05,16.5506866718375,6,VB,v,1,{'v'},1,{'VB'},False,pierc,pierc,pierc,1,3.807354922057604,0.2719539230041146
piercing,1,1.041710071252969e-05,16.5506866718375,8,VBG,v,1,{'v'},1,{'VBG'},False,pierc,pierc,pierc,1,3.807354922057604,0.2719539230041146
pig,49,0.0005104379349139,10.93597682772229,3,NN,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,pig,pig,pig,2,2.807354922057604,0.40105070315108626
pigeon,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,pigeon,pigeon,pigeon,1,3.807354922057604,0.2719539230041146
piggyback,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,piggyback,piggyback,piggyback,1,3.807354922057604,0.2719539230041146
piglet,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,piglet,piglet,piglet,1,3.807354922057604,0.2719539230041146
pigpen,2,2.083420142505938e-05,15.550686671837498,6,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,pigpen,pigpen,pigp,1,3.807354922057604,0.2719539230041146
pigs,7,7.291970498770782e-05,13.743331749779896,4,NNS,n,1,{'n'},1,{'NNS'},False,pig,pig,pig,1,3.807354922057604,0.2719539230041146
piiiig,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,piiiig,piiiig,piiiig,1,3.807354922057604,0.2719539230041146
pile,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,pile,pile,pil,2,2.807354922057604,0.40105070315108626
piled,1,1.041710071252969e-05,16.5506866718375,5,VBN,v,1,{'v'},1,{'VBN'},False,pile,pile,pil,1,3.807354922057604,0.2719539230041146
piling,1,1.041710071252969e-05,16.5506866718375,6,VBG,v,1,{'v'},1,{'VBG'},False,pile,pile,pil,1,3.807354922057604,0.2719539230041146
pilot,9,9.37539064127672e-05,13.380761670395186,5,NN,n,1,{'n'},1,{'NN'},False,pilot,pilot,pilot,4,1.8073549220576042,0.5163871205878868
pilots,14,0.0001458394099754,12.743331749779896,6,NNS,n,1,{'n'},1,{'NNS'},False,pilot,pilot,pilot,1,3.807354922057604,0.2719539230041146
pine,5,5.208550356264844e-05,14.228758576950137,4,VBP,v,2,"{'n', 'v'}",2,"{'VBP', 'NN'}",False,pine,pine,pin,3,2.222392421336448,0.4762269474292389
pineapple,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,pineappl,pineappl,pineappl,1,3.807354922057604,0.2719539230041146
pink,1,1.041710071252969e-05,16.5506866718375,4,JJ,j,1,{'j'},1,{'JJ'},False,pink,pink,pink,1,3.807354922057604,0.2719539230041146
pirate,6,6.250260427517813e-05,13.965724171116342,6,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,pirat,pirat,pir,2,2.807354922057604,0.40105070315108626
pirates,23,0.0002395933163881,12.027124715780486,7,NNS,n,2,"{'v', 'n'}",2,"{'VBZ', 'NNS'}",False,pirat,pirat,pir,2,2.807354922057604,0.40105070315108626
pitch,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,pitch,pitch,pitch,1,3.807354922057604,0.2719539230041146
pitchblack,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,pitchblack,pitchblack,pitchblack,1,3.807354922057604,0.2719539230041146
pitcher,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,pitcher,pitcher,pitch,1,3.807354922057604,0.2719539230041146
pitches,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,pitch,pitch,pitch,1,3.807354922057604,0.2719539230041146
pitchi,1,1.041710071252969e-05,16.5506866718375,6,NNP,n,1,{'n'},1,{'NNP'},False,pitchi,pitchi,pitch,1,3.807354922057604,0.2719539230041146
pitiful,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VB'}",False,piti,piti,pity,2,2.807354922057604,0.40105070315108626
pittchi,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,pittchi,pittchi,pittch,1,3.807354922057604,0.2719539230041146
pity,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,piti,piti,pity,2,2.807354922057604,0.40105070315108626
pizza,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,pizza,pizza,pizz,1,3.807354922057604,0.2719539230041146
place,82,0.0008542022584274,10.193134667219416,5,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,place,place,plac,14,0.0,0.0
placed,3,3.1251302137589066e-05,14.965724171116342,6,VBN,v,1,{'v'},2,"{'VBN', 'VBD'}",False,place,place,plac,2,2.807354922057604,0.40105070315108626
places,3,3.1251302137589066e-05,14.965724171116342,6,NNS,n,1,{'n'},1,{'NNS'},False,place,place,plac,3,2.222392421336448,0.4762269474292389
plan,18,0.0001875078128255,12.380761670395186,4,NN,n,2,"{'v', 'n'}",3,"{'VB', 'VBP', 'NN'}",False,plan,plan,plan,7,1.0,0.5
plane,35,0.0003645985249385,11.421403654892533,5,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,plane,plane,plan,5,1.4854268271702418,0.5305095811322292
planes,3,3.1251302137589066e-05,14.965724171116342,6,NNS,n,1,{'n'},1,{'NNS'},False,plane,plane,plan,3,2.222392421336448,0.4762269474292389
planet,5,5.208550356264844e-05,14.228758576950137,6,NN,n,1,{'n'},1,{'NN'},False,planet,planet,planet,2,2.807354922057604,0.40105070315108626
planned,4,4.166840285011876e-05,14.550686671837498,7,VBN,v,1,{'v'},2,"{'VBN', 'VBD'}",False,plan,plan,plan,4,1.8073549220576042,0.5163871205878868
planning,5,5.208550356264844e-05,14.228758576950137,8,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,plan,plan,plan,5,1.4854268271702418,0.5305095811322292
plans,4,4.166840285011876e-05,14.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,plan,plan,plan,2,2.807354922057604,0.40105070315108626
plant,6,6.250260427517813e-05,13.965724171116342,5,NN,n,1,{'n'},1,{'NN'},False,plant,plant,plant,4,1.8073549220576042,0.5163871205878868
planted,4,4.166840285011876e-05,14.550686671837498,7,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,plant,plant,plant,2,2.807354922057604,0.40105070315108626
planting,2,2.083420142505938e-05,15.550686671837498,8,VBG,v,1,{'v'},1,{'VBG'},False,plant,plant,plant,1,3.807354922057604,0.2719539230041146
plants,3,3.1251302137589066e-05,14.965724171116342,6,NNS,n,1,{'n'},1,{'NNS'},False,plant,plant,plant,3,2.222392421336448,0.4762269474292389
plaster,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,plaster,plaster,plast,1,3.807354922057604,0.2719539230041146
plate,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,plate,plate,plat,1,3.807354922057604,0.2719539230041146
plates,2,2.083420142505938e-05,15.550686671837498,6,NNS,n,1,{'n'},1,{'NNS'},False,plate,plate,plat,1,3.807354922057604,0.2719539230041146
play,23,0.0002395933163881,12.027124715780486,4,NN,n,2,"{'v', 'n'}",3,"{'VB', 'VBP', 'NN'}",False,play,play,play,10,0.48542682717024166,0.34673344797874406
played,2,2.083420142505938e-05,15.550686671837498,6,VBD,v,1,{'v'},1,{'VBD'},False,play,play,play,2,2.807354922057604,0.40105070315108626
player,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,player,player,play,1,3.807354922057604,0.2719539230041146
playful,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,play,play,play,1,3.807354922057604,0.2719539230041146
playing,10,0.0001041710071252,13.228758576950137,7,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,play,play,play,7,1.0,0.5
plays,3,3.1251302137589066e-05,14.965724171116342,5,VBZ,v,2,"{'n', 'v'}",2,"{'VBZ', 'NNS'}",False,play,play,play,3,2.222392421336448,0.4762269474292389
plea,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,plea,plea,ple,1,3.807354922057604,0.2719539230041146
pleasant,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,pleasant,pleasant,pleas,1,3.807354922057604,0.2719539230041146
please,204,0.002125088545356,8.878261329866003,6,NNP,n,3,"{'j', 'v', 'n'}",5,"{'VBP', 'VB', 'JJ', 'NNP', 'NN'}",False,pleas,pleas,pleas,14,0.0,0.0
pleased,4,4.166840285011876e-05,14.550686671837498,7,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBN'}",False,pleas,pleas,pleas,3,2.222392421336448,0.4762269474292389
pleasure,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,pleasur,pleasur,pleas,2,2.807354922057604,0.40105070315108626
pleasures,1,1.041710071252969e-05,16.5506866718375,9,NNS,n,1,{'n'},1,{'NNS'},False,pleasur,pleasur,pleas,1,3.807354922057604,0.2719539230041146
plentiful,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,plenti,plenti,plenty,1,3.807354922057604,0.2719539230041146
plenty,7,7.291970498770782e-05,13.743331749779896,6,NN,n,2,"{'r', 'n'}",2,"{'RB', 'NN'}",False,plenti,plenti,plenty,7,1.0,0.5
plpl,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,plpl,plpl,plpl,1,3.807354922057604,0.2719539230041146
pluck,1,1.041710071252969e-05,16.5506866718375,5,VBP,v,1,{'v'},1,{'VBP'},False,pluck,pluck,pluck,1,3.807354922057604,0.2719539230041146
plucked,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,pluck,pluck,pluck,1,3.807354922057604,0.2719539230041146
plucky,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,plucki,plucki,plucky,1,3.807354922057604,0.2719539230041146
plum,2,2.083420142505938e-05,15.550686671837498,4,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,plum,plum,plum,2,2.807354922057604,0.40105070315108626
plums,4,4.166840285011876e-05,14.550686671837498,5,NNS,n,1,{'n'},1,{'NNS'},False,plum,plum,plum,3,2.222392421336448,0.4762269474292389
plunder,2,2.083420142505938e-05,15.550686671837498,7,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,plunder,plunder,plund,2,2.807354922057604,0.40105070315108626
plundered,1,1.041710071252969e-05,16.5506866718375,9,VBD,v,1,{'v'},1,{'VBD'},False,plunder,plunder,plund,1,3.807354922057604,0.2719539230041146
plundering,1,1.041710071252969e-05,16.5506866718375,10,VBG,v,1,{'v'},1,{'VBG'},False,plunder,plunder,plund,1,3.807354922057604,0.2719539230041146
plunged,1,1.041710071252969e-05,16.5506866718375,7,VBD,v,1,{'v'},1,{'VBD'},False,plung,plung,plung,1,3.807354922057604,0.2719539230041146
plus,1,1.041710071252969e-05,16.5506866718375,4,CC,x,1,{'x'},1,{'CC'},False,plu,plus,plu,1,3.807354922057604,0.2719539230041146
po,1,1.041710071252969e-05,16.5506866718375,2,NNP,n,1,{'n'},1,{'NNP'},False,po,po,po,1,3.807354922057604,0.2719539230041146
pocket,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,pocket,pocket,pocket,2,2.807354922057604,0.40105070315108626
point,8,8.333680570023751e-05,13.550686671837498,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,point,point,point,3,2.222392421336448,0.4762269474292389
pointed,1,1.041710071252969e-05,16.5506866718375,7,VBD,v,1,{'v'},1,{'VBD'},False,point,point,point,1,3.807354922057604,0.2719539230041146
pointing,4,4.166840285011876e-05,14.550686671837498,8,VBG,v,1,{'v'},1,{'VBG'},False,point,point,point,4,1.8073549220576042,0.5163871205878868
pointless,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,pointless,pointless,pointless,1,3.807354922057604,0.2719539230041146
points,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,point,point,point,1,3.807354922057604,0.2719539230041146
poison,9,9.37539064127672e-05,13.380761670395186,6,NN,n,1,{'n'},1,{'NN'},False,poison,poison,poison,2,2.807354922057604,0.40105070315108626
poisons,5,5.208550356264844e-05,14.228758576950137,7,NNS,n,1,{'n'},1,{'NNS'},False,poison,poison,poison,1,3.807354922057604,0.2719539230041146
poko,7,7.291970498770782e-05,13.743331749779896,4,NNP,n,1,{'n'},1,{'NNP'},False,poko,poko,poko,1,3.807354922057604,0.2719539230041146
pole,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,pole,pole,pol,3,2.222392421336448,0.4762269474292389
police,18,0.0001875078128255,12.380761670395186,6,NN,n,1,{'n'},3,"{'NN', 'NNP', 'NNS'}",False,polic,polic,pol,7,1.0,0.5
policeman,2,2.083420142505938e-05,15.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,policeman,policeman,policem,2,2.807354922057604,0.40105070315108626
policies,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,polici,polici,policy,1,3.807354922057604,0.2719539230041146
polite,2,2.083420142505938e-05,15.550686671837498,6,JJ,j,1,{'j'},1,{'JJ'},False,polit,polit,polit,1,3.807354922057604,0.2719539230041146
politely,2,2.083420142505938e-05,15.550686671837498,8,RB,r,1,{'r'},1,{'RB'},False,polit,polit,polit,2,2.807354922057604,0.40105070315108626
politeness,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,polit,polit,polit,1,3.807354922057604,0.2719539230041146
political,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,polit,polit,polit,1,3.807354922057604,0.2719539230041146
politician,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,politician,politician,polit,1,3.807354922057604,0.2719539230041146
polluted,6,6.250260427517813e-05,13.965724171116342,8,VBD,v,1,{'v'},2,"{'VBN', 'VBD'}",False,pollut,pollut,pollut,3,2.222392421336448,0.4762269474292389
pom,26,0.0002708446185257,11.850246953696406,3,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,pom,pom,pom,2,2.807354922057604,0.40105070315108626
pompom,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,pompom,pompom,pompom,1,3.807354922057604,0.2719539230041146
pompompom,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,pompompom,pompompom,pompompom,1,3.807354922057604,0.2719539230041146
pond,4,4.166840285011876e-05,14.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,pond,pond,pond,3,2.222392421336448,0.4762269474292389
ponkichi,7,7.291970498770782e-05,13.743331749779896,8,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,ponkichi,ponkichi,ponkich,1,3.807354922057604,0.2719539230041146
ponyo,89,0.0009271219634151,10.074953240871102,5,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,ponyo,ponyo,ponyo,1,3.807354922057604,0.2719539230041146
poof,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,poof,poof,poof,1,3.807354922057604,0.2719539230041146
